X Location (m),Y Location (m),Z Location (m),X Deformation (m),Y Deformation (m),Z Deformation (m)
4.5,6,0,6.21E-02,-3.87E-02,4.47E-03
3,6,0,4.24E-02,-2.32E-02,4.55E-03
1.5,6,0,2.25E-02,-1.13E-02,4.49E-03
48,6,2.3,0.3492,-1.9317,1.14E-05
46.5,6,2.3,0.348,-1.8405,-3.33E-04
45,6,2.3,0.34652,-1.7513,-3.92E-04
43.5,6,2.3,0.3446,-1.6627,-5.02E-04
42,6,2.3,0.34214,-1.5748,-6.37E-04
40.5,6,2.3,0.33905,-1.4876,-7.85E-04
39,6,2.3,0.3353,-1.4012,-9.39E-04
37.5,6,2.3,0.33089,-1.3158,-1.09E-03
36,6,2.3,0.32579,-1.2316,-1.25E-03
34.5,6,2.3,0.32002,-1.1487,-1.41E-03
33,6,2.3,0.31356,-1.0674,-1.56E-03
31.5,6,2.3,0.30643,-0.98781,-1.72E-03
30,6,2.3,0.29862,-0.91006,-1.88E-03
28.5,6,2.3,0.29012,-0.83435,-2.03E-03
27,6,2.3,0.28095,-0.76085,-2.19E-03
25.5,6,2.3,0.2711,-0.68973,-2.34E-03
24,6,2.3,0.26057,-0.62115,-2.50E-03
22.5,6,2.3,0.24936,-0.55529,-2.66E-03
21,6,2.3,0.23748,-0.49232,-2.81E-03
19.5,6,2.3,0.22491,-0.4324,-2.97E-03
18,6,2.3,0.21166,-0.37572,-3.13E-03
16.5,6,2.3,0.19773,-0.32243,-3.28E-03
15,6,2.3,0.18313,-0.2727,-3.44E-03
13.5,6,2.3,0.16784,-0.22671,-3.59E-03
12,6,2.3,0.15188,-0.18463,-3.75E-03
10.5,6,2.3,0.13524,-0.14663,-3.91E-03
9,6,2.3,0.11792,-0.11288,-4.06E-03
7.5,6,2.3,9.99E-02,-8.35E-02,-4.21E-03
6,6,2.3,8.13E-02,-5.88E-02,-4.35E-03
4.5,6,2.3,6.21E-02,-3.87E-02,-4.47E-03
3,6,2.3,4.24E-02,-2.32E-02,-4.55E-03
1.5,6,2.3,2.25E-02,-1.13E-02,-4.49E-03
46.5,-6,1.15,-0.34809,-1.8406,-4.03E-10
45,-6,1.15,-0.34657,-1.7513,-3.85E-10
43.5,-6,1.15,-0.34465,-1.6628,-3.67E-10
42,-6,1.15,-0.34219,-1.5749,-3.49E-10
40.5,-6,1.15,-0.3391,-1.4876,-3.31E-10
39,-6,1.15,-0.33536,-1.4013,-3.13E-10
37.5,-6,1.15,-0.33094,-1.3159,-2.95E-10
36,-6,1.15,-0.32584,-1.2317,-2.77E-10
34.5,-6,1.15,-0.32007,-1.1489,-2.59E-10
33,-6,1.15,-0.31362,-1.0676,-2.41E-10
31.5,-6,1.15,-0.30648,-0.98797,-2.24E-10
30,-6,1.15,-0.29867,-0.91024,-2.07E-10
28.5,-6,1.15,-0.29018,-0.83455,-1.90E-10
27,-6,1.15,-0.28101,-0.76106,-1.73E-10
25.5,-6,1.15,-0.27116,-0.68995,-1.57E-10
24,-6,1.15,-0.26063,-0.62139,-1.41E-10
22.5,-6,1.15,-0.24942,-0.55554,-1.26E-10
21,-6,1.15,-0.23753,-0.49259,-1.11E-10
19.5,-6,1.15,-0.22496,-0.43269,-9.75E-11
18,-6,1.15,-0.21171,-0.37602,-8.42E-11
16.5,-6,1.15,-0.19779,-0.32274,-7.16E-11
15,-6,1.15,-0.18318,-0.27303,-5.99E-11
13.5,-6,1.15,-0.1679,-0.22706,-4.89E-11
12,-6,1.15,-0.15193,-0.18499,-3.89E-11
10.5,-6,1.15,-0.13529,-0.14701,-2.98E-11
9,-6,1.15,-0.11797,-0.11327,-2.18E-11
7.5,-6,1.15,-1.00E-01,-8.39E-02,-1.50E-11
6,-6,1.15,-8.14E-02,-5.92E-02,-9.27E-12
4.5,-6,1.15,-6.22E-02,-3.91E-02,-4.85E-12
3,-6,1.15,-4.25E-02,-2.36E-02,-1.78E-12
1.5,-6,1.15,-2.26E-02,-1.20E-02,-1.50E-13
48,-6,1.15,-0.34938,-1.9319,-4.21E-10
1.5,-6,2.3,-2.25E-02,-1.13E-02,4.49E-03
3,-6,2.3,-4.24E-02,-2.32E-02,4.55E-03
4.5,-6,2.3,-6.21E-02,-3.87E-02,4.47E-03
6,-6,2.3,-8.13E-02,-5.88E-02,4.35E-03
7.5,-6,2.3,-9.99E-02,-8.35E-02,4.21E-03
9,-6,2.3,-0.11792,-0.11288,4.06E-03
10.5,-6,2.3,-0.13524,-0.14663,3.91E-03
12,-6,2.3,-0.15188,-0.18463,3.75E-03
13.5,-6,2.3,-0.16784,-0.22671,3.59E-03
15,-6,2.3,-0.18313,-0.2727,3.44E-03
16.5,-6,2.3,-0.19773,-0.32243,3.28E-03
18,-6,2.3,-0.21166,-0.37572,3.13E-03
19.5,-6,2.3,-0.22491,-0.4324,2.97E-03
21,-6,2.3,-0.23748,-0.49232,2.81E-03
22.5,-6,2.3,-0.24936,-0.55529,2.66E-03
24,-6,2.3,-0.26057,-0.62115,2.50E-03
25.5,-6,2.3,-0.2711,-0.68973,2.34E-03
27,-6,2.3,-0.28095,-0.76085,2.19E-03
28.5,-6,2.3,-0.29012,-0.83435,2.03E-03
30,-6,2.3,-0.29862,-0.91006,1.88E-03
31.5,-6,2.3,-0.30643,-0.98781,1.72E-03
33,-6,2.3,-0.31356,-1.0674,1.56E-03
34.5,-6,2.3,-0.32002,-1.1487,1.41E-03
36,-6,2.3,-0.32579,-1.2316,1.25E-03
37.5,-6,2.3,-0.33089,-1.3158,1.09E-03
39,-6,2.3,-0.3353,-1.4012,9.39E-04
40.5,-6,2.3,-0.33905,-1.4876,7.85E-04
42,-6,2.3,-0.34214,-1.5748,6.37E-04
43.5,-6,2.3,-0.3446,-1.6627,5.02E-04
45,-6,2.3,-0.34652,-1.7513,3.92E-04
46.5,-6,2.3,-0.348,-1.8405,3.33E-04
48,-6,2.3,-0.3492,-1.9317,-1.14E-05
46.5,-4.5,2.3,-0.25889,-1.8402,5.16E-05
45,-4.5,2.3,-0.25825,-1.7509,2.32E-04
43.5,-4.5,2.3,-0.25699,-1.6622,3.59E-04
42,-4.5,2.3,-0.25521,-1.5741,4.74E-04
40.5,-4.5,2.3,-0.25291,-1.4867,5.89E-04
39,-4.5,2.3,-0.25011,-1.4001,7.04E-04
37.5,-4.5,2.3,-0.2468,-1.3145,8.21E-04
36,-4.5,2.3,-0.24297,-1.2302,9.38E-04
34.5,-4.5,2.3,-0.23864,-1.1471,1.05E-03
33,-4.5,2.3,-0.2338,-1.0656,1.17E-03
31.5,-4.5,2.3,-0.22845,-0.98585,1.29E-03
30,-4.5,2.3,-0.22259,-0.90792,1.41E-03
28.5,-4.5,2.3,-0.21622,-0.83203,1.52E-03
27,-4.5,2.3,-0.20935,-0.75835,1.64E-03
25.5,-4.5,2.3,-0.20196,-0.68705,1.76E-03
24,-4.5,2.3,-0.19406,-0.6183,1.88E-03
22.5,-4.5,2.3,-0.18565,-0.55226,1.99E-03
21,-4.5,2.3,-0.17674,-0.48911,2.11E-03
19.5,-4.5,2.3,-0.16731,-0.42902,2.23E-03
18,-4.5,2.3,-0.15738,-0.37215,2.34E-03
16.5,-4.5,2.3,-0.14693,-0.31868,2.46E-03
15,-4.5,2.3,-0.13598,-0.26878,2.58E-03
13.5,-4.5,2.3,-0.12451,-0.22261,2.70E-03
12,-4.5,2.3,-0.11254,-0.18036,2.81E-03
10.5,-4.5,2.3,-0.10006,-0.14217,2.93E-03
9,-4.5,2.3,-8.71E-02,-0.10824,3.04E-03
7.5,-4.5,2.3,-7.36E-02,-7.87E-02,3.16E-03
6,-4.5,2.3,-5.95E-02,-5.38E-02,3.28E-03
4.5,-4.5,2.3,-4.50E-02,-3.35E-02,3.41E-03
3,-4.5,2.3,-2.98E-02,-1.79E-02,3.58E-03
1.5,-4.5,2.3,-1.47E-02,-6.84E-03,3.77E-03
46.5,-3,2.3,-0.1716,-1.8399,-3.39E-05
45,-3,2.3,-0.17126,-1.7507,1.18E-04
43.5,-3,2.3,-0.17055,-1.6619,2.24E-04
42,-3,2.3,-0.16943,-1.5736,3.11E-04
40.5,-3,2.3,-0.16794,-1.486,3.91E-04
39,-3,2.3,-0.16608,-1.3993,4.69E-04
37.5,-3,2.3,-0.16388,-1.3136,5.47E-04
36,-3,2.3,-0.16133,-1.2291,6.25E-04
34.5,-3,2.3,-0.15844,-1.146,7.03E-04
33,-3,2.3,-0.15522,-1.0644,7.81E-04
31.5,-3,2.3,-0.15165,-0.98444,8.59E-04
30,-3,2.3,-0.14774,-0.90639,9.38E-04
28.5,-3,2.3,-0.1435,-0.83038,1.02E-03
27,-3,2.3,-0.13891,-0.75657,1.09E-03
25.5,-3,2.3,-0.13399,-0.68514,1.17E-03
24,-3,2.3,-0.12872,-0.61626,1.25E-03
22.5,-3,2.3,-0.12312,-0.55009,1.33E-03
21,-3,2.3,-0.11717,-0.48682,1.41E-03
19.5,-3,2.3,-0.11089,-0.4266,1.48E-03
18,-3,2.3,-0.10427,-0.3696,1.56E-03
16.5,-3,2.3,-9.73E-02,-0.31601,1.64E-03
15,-3,2.3,-9.00E-02,-0.26598,1.72E-03
13.5,-3,2.3,-8.24E-02,-0.21968,1.80E-03
12,-3,2.3,-7.44E-02,-0.1773,1.87E-03
10.5,-3,2.3,-6.60E-02,-0.13899,1.95E-03
9,-3,2.3,-5.74E-02,-0.10492,2.03E-03
7.5,-3,2.3,-4.83E-02,-7.53E-02,2.11E-03
6,-3,2.3,-3.89E-02,-5.02E-02,2.20E-03
4.5,-3,2.3,-2.92E-02,-2.98E-02,2.30E-03
3,-3,2.3,-1.90E-02,-1.43E-02,2.44E-03
1.5,-3,2.3,-9.06E-03,-3.81E-03,2.52E-03
46.5,-1.5,2.3,-8.55E-02,-1.8397,-3.36E-05
45,-1.5,2.3,-8.54E-02,-1.7506,4.76E-05
43.5,-1.5,2.3,-8.50E-02,-1.6617,1.06E-04
42,-1.5,2.3,-8.45E-02,-1.5734,1.53E-04
40.5,-1.5,2.3,-8.38E-02,-1.4857,1.95E-04
39,-1.5,2.3,-8.28E-02,-1.3989,2.34E-04
37.5,-1.5,2.3,-8.17E-02,-1.3131,2.74E-04
36,-1.5,2.3,-8.05E-02,-1.2285,3.13E-04
34.5,-1.5,2.3,-7.90E-02,-1.1453,3.52E-04
33,-1.5,2.3,-7.74E-02,-1.0636,3.91E-04
31.5,-1.5,2.3,-7.56E-02,-0.9836,4.30E-04
30,-1.5,2.3,-7.37E-02,-0.90547,4.69E-04
28.5,-1.5,2.3,-7.16E-02,-0.82938,5.08E-04
27,-1.5,2.3,-6.93E-02,-0.7555,5.47E-04
25.5,-1.5,2.3,-6.68E-02,-0.68399,5.86E-04
24,-1.5,2.3,-6.42E-02,-0.61503,6.25E-04
22.5,-1.5,2.3,-6.14E-02,-0.54879,6.64E-04
21,-1.5,2.3,-5.84E-02,-0.48544,7.03E-04
19.5,-1.5,2.3,-5.52E-02,-0.42514,7.42E-04
18,-1.5,2.3,-5.19E-02,-0.36807,7.81E-04
16.5,-1.5,2.3,-4.85E-02,-0.3144,8.20E-04
15,-1.5,2.3,-4.48E-02,-0.26429,8.59E-04
13.5,-1.5,2.3,-4.10E-02,-0.21792,8.98E-04
12,-1.5,2.3,-3.70E-02,-0.17546,9.37E-04
10.5,-1.5,2.3,-3.28E-02,-0.13707,9.77E-04
9,-1.5,2.3,-2.85E-02,-0.10292,1.02E-03
7.5,-1.5,2.3,-2.40E-02,-7.32E-02,1.06E-03
6,-1.5,2.3,-1.92E-02,-4.80E-02,1.10E-03
4.5,-1.5,2.3,-1.43E-02,-2.76E-02,1.16E-03
3,-1.5,2.3,-9.31E-03,-1.23E-02,1.24E-03
1.5,-1.5,2.3,-4.43E-03,-2.61E-03,1.27E-03
46.5,0,2.3,1.35E-11,-1.8395,-4.01E-10
45,0,2.3,1.35E-11,-1.7505,-3.83E-10
43.5,0,2.3,1.35E-11,-1.6617,-3.65E-10
42,0,2.3,1.34E-11,-1.5733,-3.47E-10
40.5,0,2.3,1.34E-11,-1.4856,-3.29E-10
39,0,2.3,1.34E-11,-1.3987,-3.11E-10
37.5,0,2.3,1.34E-11,-1.3129,-2.94E-10
36,0,2.3,1.33E-11,-1.2283,-2.76E-10
34.5,0,2.3,1.32E-11,-1.1451,-2.58E-10
33,0,2.3,1.31E-11,-1.0633,-2.41E-10
31.5,0,2.3,1.29E-11,-0.98332,-2.23E-10
30,0,2.3,1.27E-11,-0.90517,-2.06E-10
28.5,0,2.3,1.25E-11,-0.82905,-1.89E-10
27,0,2.3,1.22E-11,-0.75514,-1.73E-10
25.5,0,2.3,1.19E-11,-0.68361,-1.57E-10
24,0,2.3,1.15E-11,-0.61463,-1.42E-10
22.5,0,2.3,1.11E-11,-0.54836,-1.27E-10
21,0,2.3,1.06E-11,-0.48498,-1.12E-10
19.5,0,2.3,1.02E-11,-0.42466,-9.84E-11
18,0,2.3,9.64E-12,-0.36756,-8.53E-11
16.5,0,2.3,9.08E-12,-0.31387,-7.29E-11
15,0,2.3,8.47E-12,-0.26373,-6.13E-11
13.5,0,2.3,7.81E-12,-0.21734,-5.05E-11
12,0,2.3,7.12E-12,-0.17485,-4.06E-11
10.5,0,2.3,6.38E-12,-0.13643,-3.17E-11
9,0,2.3,5.60E-12,-0.10225,-2.38E-11
7.5,0,2.3,4.78E-12,-7.25E-02,-1.69E-11
6,0,2.3,3.92E-12,-4.73E-02,-1.11E-11
4.5,0,2.3,3.02E-12,-2.69E-02,-6.52E-12
3,0,2.3,2.09E-12,-1.17E-02,-3.08E-12
1.5,0,2.3,1.08E-12,-2.23E-03,-9.13E-13
46.5,1.5,2.3,8.55E-02,-1.8397,3.36E-05
45,1.5,2.3,8.54E-02,-1.7506,-4.76E-05
43.5,1.5,2.3,8.50E-02,-1.6617,-1.06E-04
42,1.5,2.3,8.45E-02,-1.5734,-1.53E-04
40.5,1.5,2.3,8.38E-02,-1.4857,-1.95E-04
39,1.5,2.3,8.28E-02,-1.3989,-2.34E-04
37.5,1.5,2.3,8.17E-02,-1.3131,-2.74E-04
36,1.5,2.3,8.05E-02,-1.2285,-3.13E-04
34.5,1.5,2.3,7.90E-02,-1.1453,-3.52E-04
33,1.5,2.3,7.74E-02,-1.0636,-3.91E-04
31.5,1.5,2.3,7.56E-02,-0.9836,-4.30E-04
30,1.5,2.3,7.37E-02,-0.90547,-4.69E-04
28.5,1.5,2.3,7.16E-02,-0.82938,-5.08E-04
27,1.5,2.3,6.93E-02,-0.7555,-5.47E-04
25.5,1.5,2.3,6.68E-02,-0.68399,-5.86E-04
24,1.5,2.3,6.42E-02,-0.61503,-6.25E-04
22.5,1.5,2.3,6.14E-02,-0.54879,-6.64E-04
21,1.5,2.3,5.84E-02,-0.48544,-7.03E-04
19.5,1.5,2.3,5.52E-02,-0.42514,-7.42E-04
18,1.5,2.3,5.19E-02,-0.36807,-7.81E-04
16.5,1.5,2.3,4.85E-02,-0.3144,-8.20E-04
15,1.5,2.3,4.48E-02,-0.26429,-8.59E-04
13.5,1.5,2.3,4.10E-02,-0.21792,-8.98E-04
12,1.5,2.3,3.70E-02,-0.17546,-9.37E-04
10.5,1.5,2.3,3.28E-02,-0.13707,-9.77E-04
9,1.5,2.3,2.85E-02,-0.10292,-1.02E-03
7.5,1.5,2.3,2.40E-02,-7.32E-02,-1.06E-03
6,1.5,2.3,1.92E-02,-4.80E-02,-1.10E-03
4.5,1.5,2.3,1.43E-02,-2.76E-02,-1.16E-03
3,1.5,2.3,9.31E-03,-1.23E-02,-1.24E-03
1.5,1.5,2.3,4.43E-03,-2.61E-03,-1.27E-03
46.5,3,2.3,0.1716,-1.8399,3.39E-05
45,3,2.3,0.17126,-1.7507,-1.18E-04
43.5,3,2.3,0.17055,-1.6619,-2.24E-04
42,3,2.3,0.16943,-1.5736,-3.11E-04
40.5,3,2.3,0.16794,-1.486,-3.91E-04
39,3,2.3,0.16608,-1.3993,-4.69E-04
37.5,3,2.3,0.16388,-1.3136,-5.47E-04
36,3,2.3,0.16133,-1.2291,-6.25E-04
34.5,3,2.3,0.15844,-1.146,-7.03E-04
33,3,2.3,0.15522,-1.0644,-7.81E-04
31.5,3,2.3,0.15165,-0.98444,-8.59E-04
30,3,2.3,0.14774,-0.90639,-9.38E-04
28.5,3,2.3,0.1435,-0.83038,-1.02E-03
27,3,2.3,0.13891,-0.75657,-1.09E-03
25.5,3,2.3,0.13399,-0.68514,-1.17E-03
24,3,2.3,0.12872,-0.61626,-1.25E-03
22.5,3,2.3,0.12312,-0.55009,-1.33E-03
21,3,2.3,0.11717,-0.48682,-1.41E-03
19.5,3,2.3,0.11089,-0.4266,-1.48E-03
18,3,2.3,0.10427,-0.3696,-1.56E-03
16.5,3,2.3,9.73E-02,-0.31601,-1.64E-03
15,3,2.3,9.00E-02,-0.26598,-1.72E-03
13.5,3,2.3,8.24E-02,-0.21968,-1.80E-03
12,3,2.3,7.44E-02,-0.1773,-1.87E-03
10.5,3,2.3,6.60E-02,-0.13899,-1.95E-03
9,3,2.3,5.74E-02,-0.10492,-2.03E-03
7.5,3,2.3,4.83E-02,-7.53E-02,-2.11E-03
6,3,2.3,3.89E-02,-5.02E-02,-2.20E-03
4.5,3,2.3,2.92E-02,-2.98E-02,-2.30E-03
3,3,2.3,1.90E-02,-1.43E-02,-2.44E-03
1.5,3,2.3,9.06E-03,-3.81E-03,-2.52E-03
46.5,4.5,2.3,0.25889,-1.8402,-5.16E-05
45,4.5,2.3,0.25825,-1.7509,-2.32E-04
43.5,4.5,2.3,0.25699,-1.6622,-3.59E-04
42,4.5,2.3,0.25521,-1.5741,-4.74E-04
40.5,4.5,2.3,0.25291,-1.4867,-5.89E-04
39,4.5,2.3,0.25011,-1.4001,-7.04E-04
37.5,4.5,2.3,0.2468,-1.3145,-8.21E-04
36,4.5,2.3,0.24297,-1.2302,-9.38E-04
34.5,4.5,2.3,0.23864,-1.1471,-1.05E-03
33,4.5,2.3,0.2338,-1.0656,-1.17E-03
31.5,4.5,2.3,0.22845,-0.98585,-1.29E-03
30,4.5,2.3,0.22259,-0.90792,-1.41E-03
28.5,4.5,2.3,0.21622,-0.83203,-1.52E-03
27,4.5,2.3,0.20935,-0.75835,-1.64E-03
25.5,4.5,2.3,0.20196,-0.68705,-1.76E-03
24,4.5,2.3,0.19406,-0.6183,-1.88E-03
22.5,4.5,2.3,0.18565,-0.55226,-1.99E-03
21,4.5,2.3,0.17674,-0.48911,-2.11E-03
19.5,4.5,2.3,0.16731,-0.42902,-2.23E-03
18,4.5,2.3,0.15738,-0.37215,-2.34E-03
16.5,4.5,2.3,0.14693,-0.31868,-2.46E-03
15,4.5,2.3,0.13598,-0.26878,-2.58E-03
13.5,4.5,2.3,0.12451,-0.22261,-2.70E-03
12,4.5,2.3,0.11254,-0.18036,-2.81E-03
10.5,4.5,2.3,0.10006,-0.14217,-2.93E-03
9,4.5,2.3,8.71E-02,-0.10824,-3.04E-03
7.5,4.5,2.3,7.36E-02,-7.87E-02,-3.16E-03
6,4.5,2.3,5.95E-02,-5.38E-02,-3.28E-03
4.5,4.5,2.3,4.50E-02,-3.35E-02,-3.41E-03
3,4.5,2.3,2.98E-02,-1.79E-02,-3.58E-03
1.5,4.5,2.3,1.47E-02,-6.84E-03,-3.77E-03
48,4.5,2.3,0.25922,-1.9305,3.27E-04
48,3,2.3,0.17184,-1.9293,2.62E-04
48,1.5,2.3,8.56E-02,-1.9284,1.44E-04
48,0,2.3,1.35E-11,-1.9281,-4.19E-10
48,-1.5,2.3,-8.56E-02,-1.9284,-1.44E-04
48,-3,2.3,-0.17184,-1.9293,-2.62E-04
48,-4.5,2.3,-0.25922,-1.9305,-3.27E-04
1.5,4.5,0,1.47E-02,-6.84E-03,3.77E-03
1.5,3,0,9.06E-03,-3.81E-03,2.52E-03
1.5,1.5,0,4.43E-03,-2.61E-03,1.27E-03
3,4.5,0,2.98E-02,-1.79E-02,3.58E-03
3,3,0,1.90E-02,-1.43E-02,2.44E-03
3,1.5,0,9.31E-03,-1.23E-02,1.24E-03
4.5,4.5,0,4.50E-02,-3.35E-02,3.41E-03
4.5,3,0,2.92E-02,-2.98E-02,2.30E-03
4.5,1.5,0,1.43E-02,-2.76E-02,1.16E-03
6,4.5,0,5.95E-02,-5.38E-02,3.28E-03
6,3,0,3.89E-02,-5.02E-02,2.20E-03
6,1.5,0,1.92E-02,-4.80E-02,1.10E-03
7.5,4.5,0,7.36E-02,-7.87E-02,3.16E-03
7.5,3,0,4.83E-02,-7.53E-02,2.11E-03
7.5,1.5,0,2.40E-02,-7.32E-02,1.06E-03
9,4.5,0,8.71E-02,-0.10824,3.04E-03
9,3,0,5.74E-02,-0.10492,2.03E-03
9,1.5,0,2.85E-02,-0.10292,1.02E-03
10.5,4.5,0,0.10006,-0.14217,2.93E-03
10.5,3,0,6.60E-02,-0.13899,1.95E-03
10.5,1.5,0,3.28E-02,-0.13707,9.77E-04
12,4.5,0,0.11254,-0.18036,2.81E-03
12,3,0,7.44E-02,-0.1773,1.87E-03
12,1.5,0,3.70E-02,-0.17546,9.37E-04
13.5,4.5,0,0.12451,-0.22261,2.70E-03
13.5,3,0,8.24E-02,-0.21968,1.80E-03
13.5,1.5,0,4.10E-02,-0.21792,8.98E-04
15,4.5,0,0.13598,-0.26878,2.58E-03
15,3,0,9.00E-02,-0.26598,1.72E-03
15,1.5,0,4.48E-02,-0.26429,8.59E-04
16.5,4.5,0,0.14693,-0.31868,2.46E-03
16.5,3,0,9.73E-02,-0.31601,1.64E-03
16.5,1.5,0,4.85E-02,-0.3144,8.20E-04
18,4.5,0,0.15738,-0.37215,2.34E-03
18,3,0,0.10427,-0.3696,1.56E-03
18,1.5,0,5.19E-02,-0.36807,7.81E-04
19.5,4.5,0,0.16731,-0.42902,2.23E-03
19.5,3,0,0.11089,-0.4266,1.48E-03
19.5,1.5,0,5.52E-02,-0.42514,7.42E-04
21,4.5,0,0.17674,-0.48911,2.11E-03
21,3,0,0.11717,-0.48682,1.41E-03
21,1.5,0,5.84E-02,-0.48544,7.03E-04
22.5,4.5,0,0.18565,-0.55226,1.99E-03
22.5,3,0,0.12312,-0.55009,1.33E-03
22.5,1.5,0,6.14E-02,-0.54879,6.64E-04
24,4.5,0,0.19406,-0.6183,1.88E-03
24,3,0,0.12872,-0.61626,1.25E-03
24,1.5,0,6.42E-02,-0.61503,6.25E-04
25.5,4.5,0,0.20196,-0.68705,1.76E-03
25.5,3,0,0.13399,-0.68514,1.17E-03
25.5,1.5,0,6.68E-02,-0.68399,5.86E-04
27,4.5,0,0.20935,-0.75835,1.64E-03
27,3,0,0.13891,-0.75657,1.09E-03
27,1.5,0,6.93E-02,-0.7555,5.47E-04
28.5,4.5,0,0.21622,-0.83203,1.52E-03
28.5,3,0,0.1435,-0.83038,1.02E-03
28.5,1.5,0,7.16E-02,-0.82938,5.08E-04
30,4.5,0,0.22259,-0.90792,1.41E-03
30,3,0,0.14774,-0.90639,9.38E-04
30,1.5,0,7.37E-02,-0.90547,4.69E-04
31.5,4.5,0,0.22845,-0.98585,1.29E-03
31.5,3,0,0.15165,-0.98444,8.59E-04
31.5,1.5,0,7.56E-02,-0.9836,4.30E-04
33,4.5,0,0.2338,-1.0656,1.17E-03
33,3,0,0.15522,-1.0644,7.81E-04
33,1.5,0,7.74E-02,-1.0636,3.91E-04
34.5,4.5,0,0.23864,-1.1471,1.05E-03
34.5,3,0,0.15844,-1.146,7.03E-04
34.5,1.5,0,7.90E-02,-1.1453,3.52E-04
36,4.5,0,0.24297,-1.2302,9.38E-04
36,3,0,0.16133,-1.2291,6.25E-04
36,1.5,0,8.05E-02,-1.2285,3.13E-04
37.5,4.5,0,0.2468,-1.3145,8.21E-04
37.5,3,0,0.16388,-1.3136,5.47E-04
37.5,1.5,0,8.17E-02,-1.3131,2.74E-04
39,4.5,0,0.25011,-1.4001,7.04E-04
39,3,0,0.16608,-1.3993,4.69E-04
39,1.5,0,8.28E-02,-1.3989,2.34E-04
40.5,4.5,0,0.25291,-1.4867,5.89E-04
40.5,3,0,0.16794,-1.486,3.91E-04
40.5,1.5,0,8.38E-02,-1.4857,1.95E-04
42,4.5,0,0.25521,-1.5741,4.74E-04
42,3,0,0.16943,-1.5736,3.11E-04
42,1.5,0,8.45E-02,-1.5734,1.53E-04
43.5,4.5,0,0.25699,-1.6622,3.59E-04
43.5,3,0,0.17055,-1.6619,2.24E-04
43.5,1.5,0,8.50E-02,-1.6617,1.06E-04
45,4.5,0,0.25825,-1.7509,2.32E-04
45,3,0,0.17126,-1.7507,1.18E-04
45,1.5,0,8.54E-02,-1.7506,4.76E-05
46.5,4.5,0,0.25889,-1.8402,5.16E-05
46.5,3,0,0.1716,-1.8399,-3.39E-05
46.5,1.5,0,8.55E-02,-1.8397,-3.36E-05
48,4.5,0,0.25922,-1.9305,-3.27E-04
48,3,0,0.17184,-1.9293,-2.62E-04
48,1.5,0,8.56E-02,-1.9284,-1.44E-04
45.75,4.5,1.15,0.25872,-1.7955,-3.90E-10
46.5,3.75,1.15,0.21514,-1.8401,-3.99E-10
47.25,4.5,1.15,0.25917,-1.8853,-4.08E-10
46.5,5.25,1.15,0.30338,-1.8404,-3.99E-10
46.5,4.5,1.725,0.25896,-1.8403,-2.54E-05
46.5,4.5,0.575,0.25896,-1.8403,2.54E-05
44.25,4.5,1.15,0.25773,-1.7065,-3.72E-10
45,3.75,1.15,0.21465,-1.7508,-3.81E-10
45,5.25,1.15,0.30228,-1.7511,-3.81E-10
45,4.5,1.725,0.25829,-1.7509,-1.16E-04
45,4.5,0.575,0.25829,-1.7509,1.16E-04
42.75,4.5,1.15,0.25621,-1.6181,-3.54E-10
43.5,3.75,1.15,0.21368,-1.6621,-3.64E-10
43.5,5.25,1.15,0.30069,-1.6625,-3.63E-10
43.5,4.5,1.725,0.25702,-1.6622,-1.79E-04
43.5,4.5,0.575,0.25702,-1.6622,1.79E-04
41.25,4.5,1.15,0.25417,-1.5304,-3.37E-10
42,3.75,1.15,0.21223,-1.5739,-3.46E-10
42,5.25,1.15,0.29856,-1.5745,-3.45E-10
42,4.5,1.725,0.25524,-1.5741,-2.37E-04
42,4.5,0.575,0.25524,-1.5741,2.37E-04
39.75,4.5,1.15,0.25162,-1.4433,-3.19E-10
40.5,3.75,1.15,0.21034,-1.4864,-3.28E-10
40.5,5.25,1.15,0.29586,-1.4872,-3.27E-10
40.5,4.5,1.725,0.25295,-1.4867,-2.94E-04
40.5,4.5,0.575,0.25295,-1.4867,2.94E-04
38.25,4.5,1.15,0.24856,-1.3573,-3.01E-10
39,3.75,1.15,0.20801,-1.3998,-3.10E-10
39,5.25,1.15,0.29259,-1.4007,-3.10E-10
39,4.5,1.725,0.25014,-1.4002,-3.52E-04
39,4.5,0.575,0.25014,-1.4002,3.52E-04
36.75,4.5,1.15,0.24499,-1.2723,-2.83E-10
37.5,3.75,1.15,0.20525,-1.3141,-2.92E-10
37.5,5.25,1.15,0.28872,-1.3152,-2.92E-10
37.5,4.5,1.725,0.24683,-1.3146,-4.10E-04
37.5,4.5,0.575,0.24683,-1.3146,4.10E-04
35.25,4.5,1.15,0.24092,-1.1886,-2.66E-10
36,3.75,1.15,0.20207,-1.2297,-2.75E-10
36,5.25,1.15,0.28426,-1.2309,-2.74E-10
36,4.5,1.725,0.24301,-1.2302,-4.69E-04
36,4.5,0.575,0.24301,-1.2302,4.69E-04
33.75,4.5,1.15,0.23633,-1.1063,-2.48E-10
34.5,3.75,1.15,0.19846,-1.1466,-2.57E-10
34.5,5.25,1.15,0.27921,-1.148,-2.56E-10
34.5,4.5,1.725,0.23868,-1.1472,-5.27E-04
34.5,4.5,0.575,0.23868,-1.1472,5.27E-04
